datasetid,recordid,sexe_de_l_etudiant,niveau_geo,diffusable,sexe,a_des_effectifs_ing,secteur_de_l_etablissement,niveau_geographique,rentree_universitaire,regroupement,rentree,reg_id,secret,secteur,effectif,donnees_soumises_au_secret_stat,a_des_effectifs_dut,geo_nom,geo_id,donnees_diffusables,rgp_formations_ou_etablissements,record_timestamp,effectif_ing,effectif_dut
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2f37515f32c76691f4f3a1336f24d7a102f2f693,Feminin,REGION,oui,2,oui,Établissements privés,Région,2010-11,ING_autres,2010,R52,non,PR,745,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,745,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,dc0dfb24938b0bf55d30710af5fe0260496ce860,Masculin,REGION,oui,1,non,Établissements publics,Région,2010-11,STS,2010,R52,non,PU,3929,Autres données,non,Pays de la Loire,R52,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,283fe912e5736460812f382552208320a9ef49fe,Feminin,REGION,oui,2,non,Établissements privés,Région,2010-11,STS,2010,R52,non,PR,4728,Autres données,non,Pays de la Loire,R52,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,358dd9b784c09fc94ce4b88653814137b86297f0,Feminin,REGION,oui,2,oui,Établissements privés,Région,2010-11,TOTAL,2010,R52,non,PR,17191,Autres données,non,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,745,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,06c4568c8b1f01f4440dcd66180f2cc2191bcfef,Masculin,REGION,oui,1,oui,Établissements publics,Région,2010-11,UNIV,2010,R52,non,PU,26883,Autres données,oui,Pays de la Loire,R52,Données diffusables,Universités,2017-04-03T14:31:09+02:00,1135,3486
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,160b44616f97cb870083b08dbaca7c0422abc4d9,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,EC_ART,2010,R53,non,PU,944,Autres données,non,Bretagne,R53,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,cf68416b7b2aff45176370b284c08407115f3be8,Feminin,REGION,oui,2,non,Établissements privés,Région,2010-11,EC_ART,2010,R53,non,PR,460,Autres données,non,Bretagne,R53,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,cf973396ce110880cdbabe01e8a1caac0dc2f79a,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,EC_PARAM,2010,R53,non,PU,2834,Autres données,non,Bretagne,R53,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,75fb7ece2511addb65655398451b6889753f6970,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,EC_autres,2010,R53,non,PU,837,Autres données,non,Bretagne,R53,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,eb3489b31f33a127945a49f5ec3c7a59a8abdd55,Masculin,REGION,oui,1,non,Établissements publics,Région,2010-11,EC_autres,2010,R53,non,PU,926,Autres données,non,Bretagne,R53,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,37cd907b91898e0a4b570f8081fffd438fd1bd73,Feminin,REGION,oui,2,oui,Établissements publics,Région,2010-11,ING_autres,2010,R53,non,PU,1367,Autres données,non,Bretagne,R53,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,1367,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,728e67690b334df0d62baacfa0ab1e3ad621de7c,Feminin,REGION,oui,2,oui,Établissements privés,Région,2010-11,TOTAL,2010,R53,non,PR,11325,Autres données,non,Bretagne,R53,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,256,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,94ffdbb229006ed1319fa69ed4c1cca9f76bd91a,Feminin,REGION,oui,2,oui,Établissements publics,Région,2010-11,UNIV,2010,R53,non,PU,38558,Autres données,oui,Bretagne,R53,Données diffusables,Universités,2017-04-03T14:31:09+02:00,214,2298
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,4787dfa6ddf49dd7c7b2bf194232fbaa7ebf1bbf,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,CPGE,2010,R75,non,PU,1776,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1c274d5534306b899fbc583fe176b2bc2ae110d9,Masculin,REGION,oui,1,non,Établissements publics,Région,2010-11,CPGE,2010,R75,non,PU,2601,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9f3059b04f6b5c1a547742aa4ce890a29f7e12f3,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_ART,2010,R75,non,PR,251,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1249b30d4a48c7bad3bef552c401c12c786c0665,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_COM,2010,R75,non,PR,5887,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,df08568717f68af913b604213cfa8c893c9d9ae4,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_JUR,2010,R75,non,PR,76,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,ba5f71f7043be7a155c97418eee355d96a661cf0,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,EC_PARAM,2010,R75,non,PU,6276,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,15a17f1d6d57d7e29ab9c9ba62d20049f182217c,Feminin,REGION,oui,2,non,Établissements privés,Région,2010-11,EC_autres,2010,R75,non,PR,400,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3a5a569210c8a0d56ebcfb0d98ba2a4a347cafd0,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_autres,2010,R75,non,PR,599,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2eb0f675c8f24b2fd6fcc7079daa4ce10994c6ee,Masculin,REGION,oui,1,oui,Établissements publics,Région,2010-11,ING_autres,2010,R75,non,PU,1219,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,1219,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e4d5fffb25f802980d455fd2763ebdd2662104f4,Feminin,REGION,oui,2,oui,Établissements privés,Région,2010-11,ING_autres,2010,R75,non,PR,279,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,279,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1ad56ee5ccdd3c5342381b03a5a40d97b4888383,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,STS,2010,R75,non,PU,6586,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,db2814a1656c5637c302a220ed34ac81e0bae2c4,Masculin,REGION,oui,1,non,Établissements publics,Région,2010-11,STS,2010,R75,non,PU,8068,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a7db0ecfac816274f8f9173e9e0ca3a57fba5b2c,Masculin,REGION,oui,1,oui,Établissements publics,Région,2010-11,UNIV,2010,R75,non,PU,50347,Autres données,oui,Nouvelle-Aquitaine,R75,Données diffusables,Universités,2017-04-03T14:31:09+02:00,842,6173
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6d4de85cd53f52f63187987f8545d2a9280df166,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_COM,2010,R76,non,PR,4389,Autres données,non,Occitanie,R76,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,28deb751a080dd65b76ad33bde3e568290213503,Feminin,REGION,oui,2,non,Établissements privés,Région,2010-11,EC_JUR,2010,R76,non,PR,138,Autres données,non,Occitanie,R76,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,bf1f5956fe0c790cf6655f6d9805e6650083f4df,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_JUR,2010,R76,non,PR,35,Autres données,non,Occitanie,R76,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7587359a1e27431713f08cdf738ded41da10b928,Feminin,REGION,oui,2,non,Établissements privés,Région,2010-11,EC_autres,2010,R76,non,PR,2168,Autres données,non,Occitanie,R76,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,823aae0e7f5425eb92f196f92675f7a1c7bbfc85,Feminin,REGION,oui,2,non,Établissements privés,Région,2010-11,EPEU,2010,R76,non,PR,1927,Autres données,non,Occitanie,R76,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6680e62fa0da31035e3a829214714120f9535c5b,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EPEU,2010,R76,non,PR,1007,Autres données,non,Occitanie,R76,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a1e569e87a3c0b275e21aae6fbba10d443054739,Feminin,REGION,oui,2,non,Établissements publics,Région,2010-11,GE,2010,R76,non,PU,26,Autres données,non,Occitanie,R76,Données diffusables,Grands établissements MENESR,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0c31663fbffc09a25b6d2ebc9c4c4ec4e116ee80,Feminin,REGION,oui,2,oui,Établissements publics,Région,2010-11,ING_autres,2010,R76,non,PU,2047,Autres données,non,Occitanie,R76,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,2047,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,07d767a1e8d87dd7c78edb4a3886be5c9996aa3b,Masculin,REGION,oui,1,oui,Établissements publics,Région,2010-11,ING_autres,2010,R76,non,PU,4778,Autres données,non,Occitanie,R76,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,4778,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,410154de542d0264f3bb396d790ac6bdcbaa0d95,Feminin,REGION,oui,2,oui,Établissements publics,Région,2010-11,INP,2010,R76,non,PU,1284,Autres données,non,Occitanie,R76,Données diffusables,Instituts nationaux polytechniques (INP),2017-04-03T14:31:09+02:00,876,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,221b735b65f837e7455a03c5bdb71c376afcca72,Masculin,REGION,oui,1,oui,Établissements publics,Région,2010-11,INP,2010,R76,non,PU,2214,Autres données,non,Occitanie,R76,Données diffusables,Instituts nationaux polytechniques (INP),2017-04-03T14:31:09+02:00,1507,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,31df931502261c91ea1cf022cf6b920df2dee17f,Feminin,REGION,oui,2,oui,Établissements privés,Région,2010-11,TOTAL,2010,R76,non,PR,18210,Autres données,non,Occitanie,R76,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,420,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,bfca4b9547eaf0a187e201a61eff6aacb782eb73,Masculin,REGION,oui,1,non,Établissements publics,Région,2010-11,EC_ART,2010,R84,non,PU,2009,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b98d2240e2cac6390ad8008be67d544b1c5d7df0,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_ART,2010,R84,non,PR,1009,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,fb94787c74954488f0b6d189fb95d8f193dd4440,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_COM,2010,R84,non,PR,7935,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e1e3f96739bf982dd346028bccbb250ed12e06d7,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EC_PARAM,2010,R84,non,PR,1227,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a0be9abc5bd34b561da98b7427c993a46cc78250,Feminin,REGION,oui,2,oui,Établissements publics,Région,2010-11,ING_autres,2010,R84,non,PU,2765,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,2765,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b16fdcab1349a9bc6da92d1c4dee228bb628282a,Masculin,REGION,oui,1,oui,Établissements privés,Région,2010-11,ING_autres,2010,R84,non,PR,1827,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,1827,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,5a7d4c9c9524ee221cb510d5c646e915e4f02dc3,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,STS,2010,R84,non,PR,4694,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e51743a915de574fef549cc550259a88de3b07eb,Masculin,REGION,oui,1,non,Établissements publics,Région,2010-11,EC_ART,2010,R93,non,PU,819,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,47429b2c2331e9c7f8db4b51c0e76090a09de970,Masculin,REGION,oui,1,non,Établissements privés,Région,2010-11,EPEU,2010,R93,non,PR,77,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2c697475dc91873ba94c6c3d9c5c0b5fafc9d289,Masculin,REGION,oui,1,oui,Établissements publics,Région,2010-11,ING_autres,2010,R93,non,PU,1634,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,1634,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,aeeaedea95b4ec03beb90c84abb8d76060ff286f,Feminin,REGION,oui,2,non,Établissements privés,Région,2003-04,EC_ART,2003,R53,non,PR,343,Autres données,non,Bretagne,R53,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6d44f05694ac4e69296f073f5aef46d0ea07423b,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EC_COM,2003,R53,non,PR,808,Autres données,non,Bretagne,R53,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,81deec6ff7d585f063ba400e2bc7db9a1c1953ed,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,EC_JUR,2003,R53,non,PU,58,Autres données,non,Bretagne,R53,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,8cf30ccc22e24355928f77ce3d5c5b087fabfe10,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,EC_PARAM,2003,R53,non,PU,2827,Autres données,non,Bretagne,R53,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,18a56ab52f748e842f66bf004955de724b7f64b7,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EC_PARAM,2003,R53,non,PR,525,Autres données,non,Bretagne,R53,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e4665f38b7f368e0e329431f993a8e149b4b736e,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EC_autres,2003,R53,non,PR,667,Autres données,non,Bretagne,R53,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,5b18eea727f86dea3a3f9c617ff4e66b5118f571,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,ENS,2003,R53,non,PU,59,Autres données,non,Bretagne,R53,Données diffusables,Écoles normales supérieures (ENS),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c61afa1276727b3c9f0f04d9fcb1c8f4d6f18702,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EC_ART,2003,R75,non,PR,265,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,67ac7f34bce206c4d3c804927937607b563c452e,Feminin,REGION,oui,2,non,Établissements privés,Région,2003-04,EC_JUR,2003,R75,non,PR,106,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,514de6049b61a97b9efc91bf3d7f3f3d191fae9b,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,EC_autres,2003,R75,non,PU,2385,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,47158cfdee1e9a7f9676b80c1403aed81022e04f,Masculin,REGION,oui,1,oui,Établissements privés,Région,2003-04,ING_autres,2003,R75,non,PR,1274,Autres données,non,Nouvelle-Aquitaine,R75,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,1274,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,92ec02492dcbb6194e0bdf947ed46d3c619832b9,Masculin,REGION,oui,1,oui,Établissements publics,Région,2003-04,UNIV,2003,R75,non,PU,49392,Autres données,oui,Nouvelle-Aquitaine,R75,Données diffusables,Universités,2017-04-03T14:31:09+02:00,995,5895
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7f1592e0e2cf21a1e7a713896851c6678baeb1f2,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,EC_ART,2003,R76,non,PU,1349,Autres données,non,Occitanie,R76,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c36567ef02f6dcf7b28b595a605a117bc1fabbfa,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EC_COM,2003,R76,non,PR,2768,Autres données,non,Occitanie,R76,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f42418af0048baeaea25a639006bfae3bdc26a0b,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,EC_autres,2003,R76,non,PU,6199,Autres données,non,Occitanie,R76,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6d3d25333b644c749eff100268420885f5d50cd7,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,EC_autres,2003,R76,non,PU,3418,Autres données,non,Occitanie,R76,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a8586922224815cf35a75a7cf6541f583154aa8b,Feminin,REGION,oui,2,oui,Établissements publics,Région,2003-04,INP,2003,R76,non,PU,1097,Autres données,non,Occitanie,R76,Données diffusables,Instituts nationaux polytechniques (INP),2017-04-03T14:31:09+02:00,769,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d0b468a3aa09d580860426b4ff1f46593dc9a414,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,STS,2003,R76,non,PU,6030,Autres données,non,Occitanie,R76,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6afa116d3a8b3073a64e92f15d650503f66ee557,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,STS,2003,R76,non,PU,7299,Autres données,non,Occitanie,R76,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a409693e17b3dc055581e4c5424913e27ebe5017,Masculin,REGION,oui,1,oui,Établissements publics,Région,2003-04,TOTAL,2003,R76,non,PU,80797,Autres données,oui,Occitanie,R76,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,6017,6434
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e86a4aed6f9a784f9d82eb0a54042a383d8431d8,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,CPGE,2003,R84,non,PU,4031,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,af7ee8fd80d6664e93027e4fe280a6f8a10926b2,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,CPGE,2003,R84,non,PR,1083,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e11af61ec88ca5230bfc9cf4e65c35a606adfbbb,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,EC_ART,2003,R84,non,PU,2619,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b9ff9130509491863a8a7f1ceac11dd35c644c96,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,EC_PARAM,2003,R84,non,PU,1046,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,fb08e41701b381c3cc3cdf523699fdd0bb07d025,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EPEU,2003,R84,non,PR,1064,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,caff4e22b483f668ef59dca85fbc5e26b9c359be,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,GE,2003,R84,non,PU,183,Autres données,non,Auvergne-Rhône-Alpes,R84,Données diffusables,Grands établissements MENESR,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9db991aa311741e2013d08830d7343c828bd8202,Masculin,REGION,oui,1,oui,Établissements publics,Région,2003-04,TOTAL,2003,R84,non,PU,104569,Autres données,oui,Auvergne-Rhône-Alpes,R84,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,11353,9987
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,050195c82e1c45ce392f5da275068dfcf5e63aea,Feminin,REGION,oui,2,non,Établissements privés,Région,2003-04,CPGE,2003,R93,non,PR,198,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,fea5a8309c850d31a72c9631dc7a58b0f228ba97,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,EC_ART,2003,R93,non,PU,981,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2b7b26d207547fbe4e229c24d32831381640e49b,Feminin,REGION,oui,2,non,Établissements privés,Région,2003-04,EC_ART,2003,R93,non,PR,817,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,cea769572f4fd8eb416c11b01bfbf65b78668708,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,EC_JUR,2003,R93,non,PR,32,Autres données,non,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,af60dfc514831ad0b3c399052a0a7749e0bb8d39,Masculin,REGION,oui,1,oui,Établissements publics,Région,2003-04,TOTAL,2003,R93,non,PU,61025,Autres données,oui,Provence-Alpes-Côte d'Azur,R93,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,2887,4508
